Mod:Item:MetaData, Localized Name
gregtech:gt.meta.toolHeadScrewdriver:290, oredict.toolHeadScrewdriverCopper.name
gregtech:gt.meta.toolHeadScrewdriver:400, oredict.toolHeadScrewdriverZirconium.name
gregtech:gt.meta.toolHeadScrewdriver:420, oredict.toolHeadScrewdriverMolybdenum.name
gregtech:gt.meta.toolHeadScrewdriver:460, oredict.toolHeadScrewdriverPalladium.name
gregtech:gt.meta.toolHeadScrewdriver:470, oredict.toolHeadScrewdriverSilver.name
gregtech:gt.meta.toolHeadScrewdriver:600, oredict.toolHeadScrewdriverNeodymium.name
gregtech:gt.meta.toolHeadScrewdriver:740, oredict.toolHeadScrewdriverTungsten.name
gregtech:gt.meta.toolHeadScrewdriver:760, oredict.toolHeadScrewdriverOsmiumElemental.name
gregtech:gt.meta.toolHeadScrewdriver:770, oredict.toolHeadScrewdriverIridium.name
gregtech:gt.meta.toolHeadScrewdriver:780, oredict.toolHeadScrewdriverPlatinum.name
gregtech:gt.meta.toolHeadScrewdriver:790, oredict.toolHeadScrewdriverGold.name
gregtech:gt.meta.toolHeadScrewdriver:820, oredict.toolHeadScrewdriverLead.name
gregtech:gt.meta.toolHeadScrewdriver:830, oredict.toolHeadScrewdriverBismuth.name
gregtech:gt.meta.toolHeadScrewdriver:900, oredict.toolHeadScrewdriverThorium.name
gregtech:gt.meta.toolHeadScrewdriver:920, oredict.toolHeadScrewdriverUranium.name
gregtech:gt.meta.toolHeadScrewdriver:921, oredict.toolHeadScrewdriverUranium235.name
gregtech:gt.meta.toolHeadScrewdriver:940, oredict.toolHeadScrewdriverPlutonium.name
gregtech:gt.meta.toolHeadScrewdriver:943, oredict.toolHeadScrewdriverPlutonium241.name
gregtech:gt.meta.toolHeadScrewdriver:945, oredict.toolHeadScrewdriverPlutonium243.name
gregtech:gt.meta.toolHeadScrewdriver:950, oredict.toolHeadScrewdriverAmericium.name
gregtech:gt.meta.toolHeadScrewdriver:951, oredict.toolHeadScrewdriverAmericium241.name
gregtech:gt.meta.toolHeadScrewdriver:1260, oredict.toolHeadScrewdriverTrinium.name
gregtech:gt.meta.toolHeadScrewdriver:1740, oredict.toolHeadScrewdriverNaquadah.name
gregtech:gt.meta.toolHeadScrewdriver:1741, oredict.toolHeadScrewdriverNaquadahEnriched.name
gregtech:gt.meta.toolHeadScrewdriver:1742, oredict.toolHeadScrewdriverNaquadria.name
gregtech:gt.meta.toolHeadScrewdriver:8003, oredict.toolHeadScrewdriverCarborundum.name
gregtech:gt.meta.toolHeadScrewdriver:8285, oredict.toolHeadScrewdriverValonite.name
gregtech:gt.meta.toolHeadScrewdriver:8300, oredict.toolHeadScrewdriverDiamond.name
gregtech:gt.meta.toolHeadScrewdriver:8301, oredict.toolHeadScrewdriverEmerald.name
gregtech:gt.meta.toolHeadScrewdriver:8302, oredict.toolHeadScrewdriverRuby.name
gregtech:gt.meta.toolHeadScrewdriver:8303, oredict.toolHeadScrewdriverBalasRuby.name
gregtech:gt.meta.toolHeadScrewdriver:8304, oredict.toolHeadScrewdriverSapphire.name
gregtech:gt.meta.toolHeadScrewdriver:8305, oredict.toolHeadScrewdriverGreenSapphire.name
gregtech:gt.meta.toolHeadScrewdriver:8306, oredict.toolHeadScrewdriverTopaz.name
gregtech:gt.meta.toolHeadScrewdriver:8307, oredict.toolHeadScrewdriverBlueTopaz.name
gregtech:gt.meta.toolHeadScrewdriver:8308, oredict.toolHeadScrewdriverTanzanite.name
gregtech:gt.meta.toolHeadScrewdriver:8309, oredict.toolHeadScrewdriverJasper.name
gregtech:gt.meta.toolHeadScrewdriver:8310, oredict.toolHeadScrewdriverAmber.name
gregtech:gt.meta.toolHeadScrewdriver:8311, oredict.toolHeadScrewdriverOlivine.name
gregtech:gt.meta.toolHeadScrewdriver:8312, oredict.toolHeadScrewdriverOpal.name
gregtech:gt.meta.toolHeadScrewdriver:8313, oredict.toolHeadScrewdriverAmethyst.name
gregtech:gt.meta.toolHeadScrewdriver:8314, oredict.toolHeadScrewdriverOrangeSapphire.name
gregtech:gt.meta.toolHeadScrewdriver:8315, oredict.toolHeadScrewdriverYellowSapphire.name
gregtech:gt.meta.toolHeadScrewdriver:8318, oredict.toolHeadScrewdriverEnderPearl.name
gregtech:gt.meta.toolHeadScrewdriver:8319, oredict.toolHeadScrewdriverEnderEye.name
gregtech:gt.meta.toolHeadScrewdriver:8320, oredict.toolHeadScrewdriverNetherStar.name
gregtech:gt.meta.toolHeadScrewdriver:8321, oredict.toolHeadScrewdriverJade.name
gregtech:gt.meta.toolHeadScrewdriver:8322, oredict.toolHeadScrewdriverCraponite.name
gregtech:gt.meta.toolHeadScrewdriver:8323, oredict.toolHeadScrewdriverAquamarine.name
gregtech:gt.meta.toolHeadScrewdriver:8324, oredict.toolHeadScrewdriverMorganite.name
gregtech:gt.meta.toolHeadScrewdriver:8325, oredict.toolHeadScrewdriverDioptase.name
gregtech:gt.meta.toolHeadScrewdriver:8326, oredict.toolHeadScrewdriverSpinel.name
gregtech:gt.meta.toolHeadScrewdriver:8328, oredict.toolHeadScrewdriverBlueSapphire.name
gregtech:gt.meta.toolHeadScrewdriver:8342, oredict.toolHeadScrewdriverFirestone.name
gregtech:gt.meta.toolHeadScrewdriver:8352, oredict.toolHeadScrewdriverInfusedAir.name
gregtech:gt.meta.toolHeadScrewdriver:8353, oredict.toolHeadScrewdriverInfusedFire.name
gregtech:gt.meta.toolHeadScrewdriver:8354, oredict.toolHeadScrewdriverInfusedEarth.name
gregtech:gt.meta.toolHeadScrewdriver:8355, oredict.toolHeadScrewdriverInfusedWater.name
gregtech:gt.meta.toolHeadScrewdriver:8356, oredict.toolHeadScrewdriverInfusedEntropy.name
gregtech:gt.meta.toolHeadScrewdriver:8357, oredict.toolHeadScrewdriverInfusedOrder.name
gregtech:gt.meta.toolHeadScrewdriver:8383, oredict.toolHeadScrewdriverPurpleSapphire.name
gregtech:gt.meta.toolHeadScrewdriver:8384, oredict.toolHeadScrewdriverHeliodor.name
gregtech:gt.meta.toolHeadScrewdriver:8385, oredict.toolHeadScrewdriverGoshenite.name
gregtech:gt.meta.toolHeadScrewdriver:8386, oredict.toolHeadScrewdriverBixbite.name
gregtech:gt.meta.toolHeadScrewdriver:8387, oredict.toolHeadScrewdriverMaxixe.name
gregtech:gt.meta.toolHeadScrewdriver:8388, oredict.toolHeadScrewdriverAlexandrite.name
gregtech:gt.meta.toolHeadScrewdriver:8600, oredict.toolHeadScrewdriverElectrum.name
gregtech:gt.meta.toolHeadScrewdriver:8601, oredict.toolHeadScrewdriverSterlingSilver.name
gregtech:gt.meta.toolHeadScrewdriver:8602, oredict.toolHeadScrewdriverRoseGold.name
gregtech:gt.meta.toolHeadScrewdriver:8603, oredict.toolHeadScrewdriverAngmallen.name
gregtech:gt.meta.toolHeadScrewdriver:8606, oredict.toolHeadScrewdriverGildedIron.name
gregtech:gt.meta.toolHeadScrewdriver:8610, oredict.toolHeadScrewdriverBronze.name
gregtech:gt.meta.toolHeadScrewdriver:8611, oredict.toolHeadScrewdriverBlackBronze.name
gregtech:gt.meta.toolHeadScrewdriver:8612, oredict.toolHeadScrewdriverBismuthBronze.name
gregtech:gt.meta.toolHeadScrewdriver:8613, oredict.toolHeadScrewdriverHepatizon.name
gregtech:gt.meta.toolHeadScrewdriver:8620, oredict.toolHeadScrewdriverBrass.name
gregtech:gt.meta.toolHeadScrewdriver:8621, oredict.toolHeadScrewdriverCobaltBrass.name
gregtech:gt.meta.toolHeadScrewdriver:8630, oredict.toolHeadScrewdriverSteel.name
gregtech:gt.meta.toolHeadScrewdriver:8631, oredict.toolHeadScrewdriverBlackSteel.name
gregtech:gt.meta.toolHeadScrewdriver:8632, oredict.toolHeadScrewdriverRedSteel.name
gregtech:gt.meta.toolHeadScrewdriver:8633, oredict.toolHeadScrewdriverBlueSteel.name
gregtech:gt.meta.toolHeadScrewdriver:8634, oredict.toolHeadScrewdriverDamascusSteel.name
gregtech:gt.meta.toolHeadScrewdriver:8635, oredict.toolHeadScrewdriverTungstensteel.name
gregtech:gt.meta.toolHeadScrewdriver:8636, oredict.toolHeadScrewdriverStainlessSteel.name
gregtech:gt.meta.toolHeadScrewdriver:8638, oredict.toolHeadScrewdriverTungstenCarbide.name
gregtech:gt.meta.toolHeadScrewdriver:8640, oredict.toolHeadScrewdriverAnnealedCopper.name
gregtech:gt.meta.toolHeadScrewdriver:8642, oredict.toolHeadScrewdriverPigIron.name
gregtech:gt.meta.toolHeadScrewdriver:8643, oredict.toolHeadScrewdriverWroughtIron.name
gregtech:gt.meta.toolHeadScrewdriver:8644, oredict.toolHeadScrewdriverIronCompressed.name
gregtech:gt.meta.toolHeadScrewdriver:8645, oredict.toolHeadScrewdriverIronMagnetic.name
gregtech:gt.meta.toolHeadScrewdriver:8646, oredict.toolHeadScrewdriverSteelMagnetic.name
gregtech:gt.meta.toolHeadScrewdriver:8647, oredict.toolHeadScrewdriverNeodymiumMagnetic.name
gregtech:gt.meta.toolHeadScrewdriver:8649, oredict.toolHeadScrewdriverMeteoricIron.name
gregtech:gt.meta.toolHeadScrewdriver:8650, oredict.toolHeadScrewdriverMeteoricSteel.name
gregtech:gt.meta.toolHeadScrewdriver:8651, oredict.toolHeadScrewdriverSteelGalvanized.name
gregtech:gt.meta.toolHeadScrewdriver:8653, oredict.toolHeadScrewdriverVanadiumSteel.name
gregtech:gt.meta.toolHeadScrewdriver:8661, oredict.toolHeadScrewdriverInvar.name
gregtech:gt.meta.toolHeadScrewdriver:8662, oredict.toolHeadScrewdriverConstantan.name
gregtech:gt.meta.toolHeadScrewdriver:8663, oredict.toolHeadScrewdriverNichrome.name
gregtech:gt.meta.toolHeadScrewdriver:8664, oredict.toolHeadScrewdriverKanthal.name
gregtech:gt.meta.toolHeadScrewdriver:8665, oredict.toolHeadScrewdriverMagnalium.name
gregtech:gt.meta.toolHeadScrewdriver:8666, oredict.toolHeadScrewdriverUltimet.name
gregtech:gt.meta.toolHeadScrewdriver:8667, oredict.toolHeadScrewdriverTinAlloy.name
gregtech:gt.meta.toolHeadScrewdriver:8672, oredict.toolHeadScrewdriverIronWood.name
gregtech:gt.meta.toolHeadScrewdriver:8673, oredict.toolHeadScrewdriverSteeleaf.name
gregtech:gt.meta.toolHeadScrewdriver:8676, oredict.toolHeadScrewdriverAstralSilver.name
gregtech:gt.meta.toolHeadScrewdriver:8677, oredict.toolHeadScrewdriverMidasium.name
gregtech:gt.meta.toolHeadScrewdriver:8678, oredict.toolHeadScrewdriverMithril.name
gregtech:gt.meta.toolHeadScrewdriver:8679, oredict.toolHeadScrewdriverThaumium.name
gregtech:gt.meta.toolHeadScrewdriver:8681, oredict.toolHeadScrewdriverVoidMetal.name
gregtech:gt.meta.toolHeadScrewdriver:8682, oredict.toolHeadScrewdriverOsmiridium.name
gregtech:gt.meta.toolHeadScrewdriver:8684, oredict.toolHeadScrewdriverTrinaquadalloy.name
gregtech:gt.meta.toolHeadScrewdriver:8685, oredict.toolHeadScrewdriverChromiumDioxide.name
gregtech:gt.meta.toolHeadScrewdriver:8700, oredict.toolHeadScrewdriverAluminiumBrass.name
gregtech:gt.meta.toolHeadScrewdriver:8702, oredict.toolHeadScrewdriverAlumite.name
gregtech:gt.meta.toolHeadScrewdriver:8710, oredict.toolHeadScrewdriverEnderium.name
gregtech:gt.meta.toolHeadScrewdriver:8711, oredict.toolHeadScrewdriverElectrumFlux.name
gregtech:gt.meta.toolHeadScrewdriver:8725, oredict.toolHeadScrewdriverPulsatingIron.name
gregtech:gt.meta.toolHeadScrewdriver:8726, oredict.toolHeadScrewdriverVibrantAlloy.name
gregtech:gt.meta.toolHeadScrewdriver:8727, oredict.toolHeadScrewdriverConductiveIron.name
gregtech:gt.meta.toolHeadScrewdriver:8728, oredict.toolHeadScrewdriverEnergeticAlloy.name
gregtech:gt.meta.toolHeadScrewdriver:8730, oredict.toolHeadScrewdriverElectricalSteel.name
gregtech:gt.meta.toolHeadScrewdriver:8731, oredict.toolHeadScrewdriverObsidianSteel.name
gregtech:gt.meta.toolHeadScrewdriver:8732, oredict.toolHeadScrewdriverSoularium.name
gregtech:gt.meta.toolHeadScrewdriver:8734, oredict.toolHeadScrewdriverSpectreIron.name
gregtech:gt.meta.toolHeadScrewdriver:8735, oredict.toolHeadScrewdriverGaiaSpirit.name
gregtech:gt.meta.toolHeadScrewdriver:8736, oredict.toolHeadScrewdriverEndium.name
gregtech:gt.meta.toolHeadScrewdriver:8750, oredict.toolHeadScrewdriverDesh.name
gregtech:gt.meta.toolHeadScrewdriver:8751, oredict.toolHeadScrewdriverDuranium.name
gregtech:gt.meta.toolHeadScrewdriver:8752, oredict.toolHeadScrewdriverTritanium.name
gregtech:gt.meta.toolHeadScrewdriver:8756, oredict.toolHeadScrewdriverDuralumin.name
gregtech:gt.meta.toolHeadScrewdriver:8785, oredict.toolHeadScrewdriverSyrmorite.name
gregtech:gt.meta.toolHeadScrewdriver:8786, oredict.toolHeadScrewdriverOctine.name
gregtech:gt.meta.toolHeadScrewdriver:8790, oredict.toolHeadScrewdriverTrinitanium.name
gregtech:gt.meta.toolHeadScrewdriver:8793, oredict.toolHeadScrewdriverTitaniumIridium.name
gregtech:gt.meta.toolHeadScrewdriver:8794, oredict.toolHeadScrewdriverTitaniumAluminide.name
gregtech:gt.meta.toolHeadScrewdriver:9101, oredict.toolHeadScrewdriverAlmandine.name
gregtech:gt.meta.toolHeadScrewdriver:9102, oredict.toolHeadScrewdriverAndradite.name
gregtech:gt.meta.toolHeadScrewdriver:9119, oredict.toolHeadScrewdriverGrossular.name
gregtech:gt.meta.toolHeadScrewdriver:9127, oredict.toolHeadScrewdriverPyrope.name
gregtech:gt.meta.toolHeadScrewdriver:9129, oredict.toolHeadScrewdriverSpessartine.name
gregtech:gt.meta.toolHeadScrewdriver:9135, oredict.toolHeadScrewdriverUvarovite.name
gregtech:gt.meta.toolHeadScrewdriver:9175, oredict.toolHeadScrewdriverGraphene.name
gregtech:gt.meta.toolHeadScrewdriver:13004, oredict.toolHeadScrewdriverChemicalY2.name
gregtech:gt.meta.toolHeadScrewdriver:13006, oredict.toolHeadScrewdriverChemicalY4.name
gregtech:gt.meta.toolHeadScrewdriver:13007, oredict.toolHeadScrewdriverChemicalY5.name
gregtech:gt.meta.toolHeadScrewdriver:13008, oredict.toolHeadScrewdriverChemicalY6.name
gregtech:gt.meta.toolHeadScrewdriver:13009, oredict.toolHeadScrewdriverChemicalY7.name
gregtech:gt.meta.toolHeadScrewdriver:13010, oredict.toolHeadScrewdriverChemicalY8.name
gregtech:gt.meta.toolHeadScrewdriver:13011, oredict.toolHeadScrewdriverChemicalY9.name
gregtech:gt.meta.toolHeadScrewdriver:13012, oredict.toolHeadScrewdriverChemicalY10.name
gregtech:gt.meta.toolHeadScrewdriver:13013, oredict.toolHeadScrewdriverRedCY11.name
gregtech:gt.meta.toolHeadScrewdriver:13014, oredict.toolHeadScrewdriverOrangeCY11.name
gregtech:gt.meta.toolHeadScrewdriver:13015, oredict.toolHeadScrewdriverYellowCY11.name
gregtech:gt.meta.toolHeadScrewdriver:13016, oredict.toolHeadScrewdriverGreenCY11.name
gregtech:gt.meta.toolHeadScrewdriver:13017, oredict.toolHeadScrewdriverBlueCY11.name
gregtech:gt.meta.toolHeadScrewdriver:13018, oredict.toolHeadScrewdriverPurpleCY11.name
gregtech:gt.meta.toolHeadScrewdriver:13019, oredict.toolHeadScrewdriverPinkCY11.name
gregtech:gt.meta.toolHeadScrewdriver:13020, oredict.toolHeadScrewdriverWhiteCY11.name
gregtech:gt.meta.toolHeadRawUniversalSpade:40, oredict.toolHeadRawUniversalSpadeBeryllium.name
gregtech:gt.meta.toolHeadRawUniversalSpade:130, oredict.toolHeadRawUniversalSpadeAluminium.name
gregtech:gt.meta.toolHeadRawUniversalSpade:220, oredict.toolHeadRawUniversalSpadeTitanium.name
gregtech:gt.meta.toolHeadRawUniversalSpade:240, oredict.toolHeadRawUniversalSpadeChromium.name
gregtech:gt.meta.toolHeadRawUniversalSpade:250, oredict.toolHeadRawUniversalSpadeManganese.name
gregtech:gt.meta.toolHeadRawUniversalSpade:260, oredict.toolHeadRawUniversalSpadeIron.name
gregtech:gt.meta.toolHeadRawUniversalSpade:270, oredict.toolHeadRawUniversalSpadeCobalt.name
gregtech:gt.meta.toolHeadRawUniversalSpade:278, oredict.toolHeadRawUniversalSpadeCobalt60.name
gregtech:gt.meta.toolHeadRawUniversalSpade:280, oredict.toolHeadRawUniversalSpadeNickel.name
gregtech:gt.meta.toolHeadRawUniversalSpade:290, oredict.toolHeadRawUniversalSpadeCopper.name
gregtech:gt.meta.toolHeadRawUniversalSpade:400, oredict.toolHeadRawUniversalSpadeZirconium.name
gregtech:gt.meta.toolHeadRawUniversalSpade:420, oredict.toolHeadRawUniversalSpadeMolybdenum.name
gregtech:gt.meta.toolHeadRawUniversalSpade:460, oredict.toolHeadRawUniversalSpadePalladium.name
gregtech:gt.meta.toolHeadRawUniversalSpade:470, oredict.toolHeadRawUniversalSpadeSilver.name
gregtech:gt.meta.toolHeadRawUniversalSpade:600, oredict.toolHeadRawUniversalSpadeNeodymium.name
gregtech:gt.meta.toolHeadRawUniversalSpade:740, oredict.toolHeadRawUniversalSpadeTungsten.name
gregtech:gt.meta.toolHeadRawUniversalSpade:760, oredict.toolHeadRawUniversalSpadeOsmiumElemental.name
gregtech:gt.meta.toolHeadRawUniversalSpade:770, oredict.toolHeadRawUniversalSpadeIridium.name
gregtech:gt.meta.toolHeadRawUniversalSpade:780, oredict.toolHeadRawUniversalSpadePlatinum.name
gregtech:gt.meta.toolHeadRawUniversalSpade:790, oredict.toolHeadRawUniversalSpadeGold.name
gregtech:gt.meta.toolHeadRawUniversalSpade:820, oredict.toolHeadRawUniversalSpadeLead.name
gregtech:gt.meta.toolHeadRawUniversalSpade:830, oredict.toolHeadRawUniversalSpadeBismuth.name
gregtech:gt.meta.toolHeadRawUniversalSpade:900, oredict.toolHeadRawUniversalSpadeThorium.name
gregtech:gt.meta.toolHeadRawUniversalSpade:920, oredict.toolHeadRawUniversalSpadeUranium.name
gregtech:gt.meta.toolHeadRawUniversalSpade:921, oredict.toolHeadRawUniversalSpadeUranium235.name
gregtech:gt.meta.toolHeadRawUniversalSpade:940, oredict.toolHeadRawUniversalSpadePlutonium.name
gregtech:gt.meta.toolHeadRawUniversalSpade:943, oredict.toolHeadRawUniversalSpadePlutonium241.name
gregtech:gt.meta.toolHeadRawUniversalSpade:945, oredict.toolHeadRawUniversalSpadePlutonium243.name
gregtech:gt.meta.toolHeadRawUniversalSpade:950, oredict.toolHeadRawUniversalSpadeAmericium.name
gregtech:gt.meta.toolHeadRawUniversalSpade:951, oredict.toolHeadRawUniversalSpadeAmericium241.name
gregtech:gt.meta.toolHeadRawUniversalSpade:1260, oredict.toolHeadRawUniversalSpadeTrinium.name
gregtech:gt.meta.toolHeadRawUniversalSpade:1740, oredict.toolHeadRawUniversalSpadeNaquadah.name
gregtech:gt.meta.toolHeadRawUniversalSpade:1741, oredict.toolHeadRawUniversalSpadeNaquadahEnriched.name
gregtech:gt.meta.toolHeadRawUniversalSpade:1742, oredict.toolHeadRawUniversalSpadeNaquadria.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8003, oredict.toolHeadRawUniversalSpadeCarborundum.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8285, oredict.toolHeadRawUniversalSpadeValonite.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8300, oredict.toolHeadRawUniversalSpadeDiamond.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8301, oredict.toolHeadRawUniversalSpadeEmerald.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8302, oredict.toolHeadRawUniversalSpadeRuby.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8303, oredict.toolHeadRawUniversalSpadeBalasRuby.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8304, oredict.toolHeadRawUniversalSpadeSapphire.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8305, oredict.toolHeadRawUniversalSpadeGreenSapphire.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8306, oredict.toolHeadRawUniversalSpadeTopaz.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8307, oredict.toolHeadRawUniversalSpadeBlueTopaz.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8308, oredict.toolHeadRawUniversalSpadeTanzanite.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8309, oredict.toolHeadRawUniversalSpadeJasper.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8310, oredict.toolHeadRawUniversalSpadeAmber.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8311, oredict.toolHeadRawUniversalSpadeOlivine.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8312, oredict.toolHeadRawUniversalSpadeOpal.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8313, oredict.toolHeadRawUniversalSpadeAmethyst.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8314, oredict.toolHeadRawUniversalSpadeOrangeSapphire.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8315, oredict.toolHeadRawUniversalSpadeYellowSapphire.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8318, oredict.toolHeadRawUniversalSpadeEnderPearl.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8319, oredict.toolHeadRawUniversalSpadeEnderEye.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8320, oredict.toolHeadRawUniversalSpadeNetherStar.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8321, oredict.toolHeadRawUniversalSpadeJade.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8322, oredict.toolHeadRawUniversalSpadeCraponite.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8323, oredict.toolHeadRawUniversalSpadeAquamarine.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8324, oredict.toolHeadRawUniversalSpadeMorganite.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8325, oredict.toolHeadRawUniversalSpadeDioptase.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8326, oredict.toolHeadRawUniversalSpadeSpinel.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8328, oredict.toolHeadRawUniversalSpadeBlueSapphire.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8342, oredict.toolHeadRawUniversalSpadeFirestone.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8352, oredict.toolHeadRawUniversalSpadeInfusedAir.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8353, oredict.toolHeadRawUniversalSpadeInfusedFire.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8354, oredict.toolHeadRawUniversalSpadeInfusedEarth.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8355, oredict.toolHeadRawUniversalSpadeInfusedWater.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8356, oredict.toolHeadRawUniversalSpadeInfusedEntropy.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8357, oredict.toolHeadRawUniversalSpadeInfusedOrder.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8383, oredict.toolHeadRawUniversalSpadePurpleSapphire.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8384, oredict.toolHeadRawUniversalSpadeHeliodor.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8385, oredict.toolHeadRawUniversalSpadeGoshenite.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8386, oredict.toolHeadRawUniversalSpadeBixbite.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8387, oredict.toolHeadRawUniversalSpadeMaxixe.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8388, oredict.toolHeadRawUniversalSpadeAlexandrite.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8600, oredict.toolHeadRawUniversalSpadeElectrum.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8601, oredict.toolHeadRawUniversalSpadeSterlingSilver.name
gregtech:gt.meta.toolHeadRawUniversalSpade:8602, oredict.toolHeadRawUniversalSpadeRoseGold.name
